,VPED,VSDX,VSDY,VTM01_SW1,VTM01_SW2,VTM01_WW,VTM02,VTM10,VTPK,VMDR_SW1,VCMX,VHM0,VHM0_SW1,VHM0_SW2,VHM0_WW,VMDR,VMDR_SW2,VMDR_WW,VMXL,TLA,TAUX,TAUY,delta_theta_SW,swell_energy_ratio,delta_theta_SW1_WW,stokes_drift_mag,inv_stokes_drift,spectral_sharpness,log_TLA,TLA_x_swell_ratio,TLA_x_delta_theta,TAU_mag,sin_TAU,cos_TAU,sin_VSD,cos_VSD,deptho
VCMX,0.006988095350368346,-0.07134618504624292,0.19736642031384077,-0.18334457085458045,0.0059863043669843175,0.10440086038588836,0.05283805215907566,-0.13353131970140794,0.02505097744298149,-0.14080433946668178,1.0,-0.03966915201148916,-0.005220563706250482,-0.0561170022278352,0.032264553269217504,0.0073246715963218665,0.0006896874582464852,-0.08610222911911439,0.0033642071634570614,-0.0233053455575443,0.03146649379646552,0.028320918886526544,0.0752348281910147,-0.034283292615626626,0.1018636723910132,-0.05055858515901138,-0.023569511370983544,0.005491509864896669,0.03386366203182374,-0.12973938580896735,-0.017691297039243496,0.1464941738919749,0.0931946376868816,0.14451888242821684,-0.14971395662205927,0.019730276021843095,0.03034787191118536
VHM0,0.05090567529494637,0.039967233229446154,0.005174304774314983,0.09070074147140085,-0.010245054448059353,-0.01814070109081731,-0.07188370531141189,-0.028523858599100352,0.02359629028759561,-0.09327457937372677,-0.03966915201148916,1.0,-0.18498704251178702,-0.23555325931099524,0.04913239822196243,-0.17149179745780432,-0.09451080486808858,0.06950632486025363,-0.036339055830395844,0.008218312515826026,0.11687683157145543,0.1634116417674971,-0.03455530169304002,0.1162944315821025,0.06583688421866478,0.06949828020634352,0.10277496356049978,0.0129420989533598,0.1354431429275189,-0.04858174574260405,-0.04698467278516978,-0.12282005719800858,-0.1342022780369385,-0.15214310697243605,0.08166964340276404,0.035720973450284896,-0.13400012952083004
VHM0_SW1,-0.018564652909762423,-0.07276836931283273,0.034606291218691645,0.00837615524974539,0.0421375657499675,0.07302079897972766,0.21864834529881333,0.016675391795766166,-0.09687992414162971,0.042411071967198746,-0.005220563706250482,-0.18498704251178702,1.0,0.15270777175677466,-0.18583832414236143,0.10123797672606313,-0.09064553189129988,0.11914972606661231,-0.025911531235307584,-0.18017253361143568,-0.07168823861051607,-0.07738040240794884,-0.0013576937808088751,0.014423080572913678,0.000670456705990118,0.09804585325735748,-0.08998925272229075,0.04845449615545127,-0.12630340346779906,-0.09769854590538157,-0.09462230146401678,0.013546465544609263,0.10167202220442832,-0.11246114992485974,-0.02601249532348042,0.08517882214540362,-0.06571482719433419
VHM0_SW2,-0.08779999700214483,0.098304770351658,-0.018176282062929237,0.09495049134218034,0.06197137021058126,0.09045414764079326,0.10886771621616832,0.06332730101627577,-0.1332840591677931,0.003954337183028902,-0.0561170022278352,-0.23555325931099524,0.15270777175677466,1.0,-0.17443580459690833,0.03648872329599295,-0.25237093505174774,-0.11067859396508466,-0.018493434128865206,0.008339785064106547,-0.008770195720198597,-0.09484895590615751,0.0866822781984137,-0.05079560995575071,0.0071433937370392496,-0.026253178466187257,-0.08958777489395124,-0.02315115432346371,-0.10109028698633256,-0.09212685601196231,-0.00677383358084661,0.0361087414951176,-0.016422906354635086,0.0871312170944094,0.15236858039771276,0.07220161427066622,-0.03211631579762022
VHM0_WW,0.07409823683907368,-0.05090586262250736,-0.05026387129401148,0.14453822239546207,-0.027128424737673126,-0.03306030025372116,-0.14479211690714733,-0.022514553354623764,0.050708455095878374,0.04746948460496621,0.032264553269217504,0.04913239822196243,-0.18583832414236143,-0.17443580459690833,1.0,0.09197459945129986,0.2158821000453394,-0.024804627456540877,-0.054389691066323395,0.0018053533265274732,0.0657290712085876,0.041426604974736506,-0.010397837629880561,-0.016772098930659285,-0.16960573175862254,0.022534311722515705,-0.03737427712131997,-0.13170336861497622,0.019573662393345362,0.008284070536541798,0.1293533296454835,0.011429489433235521,0.12698881351436342,-0.1472081610200881,0.07869697510412686,-0.15877837224223848,0.03733233204474992
VMDR,0.0639511996792476,-0.01890225004614614,-0.01531892116119911,-0.06610014598015695,0.0647660424642989,-0.04666342651294036,-0.023506125472726198,-0.09765061460681414,0.011046507519234035,0.06504136158257742,0.0073246715963218665,-0.17149179745780432,0.10123797672606313,0.03648872329599295,0.09197459945129986,1.0,0.008028207543181618,-0.1659583818692909,-0.05053570164666885,-0.14398626276940715,0.016056227810815015,-0.03711513001793367,0.1101580706769121,-0.04009093933667078,0.17763654893703865,-0.0008484388149306717,0.02569354073093182,0.05955240642461019,0.005484906850980902,0.26784997259025384,0.148512424514172,-0.06335993368883917,0.013521868456111735,-0.05095306736156248,0.04636199999976036,0.012683675911895452,-0.018364583539418743
VMDR_SW2,-0.09939840888271816,-0.14883543865865156,-0.06312396985520587,-0.17516369162958265,0.054393175396571354,-0.0023023186218423153,-0.018131646398526356,-0.14180350000634462,0.022410551407694126,0.06780692984159786,0.0006896874582464852,-0.09451080486808858,-0.09064553189129988,-0.25237093505174774,0.2158821000453394,0.008028207543181618,1.0,-0.11277699437013666,0.09762018275503791,-0.09143916294243233,-0.06164327512267919,0.21382270276628396,0.041347428437894795,-0.20932727198155748,-0.08077369261998311,-0.021950230334807603,-0.03862132155459598,-0.03394442367151244,0.015861547761343808,-0.01878421320560177,-0.018335797345914975,0.08641108509496988,-0.040065611975661344,0.045754631649583835,0.03125735368446869,-0.008393299502272413,0.15924119148546687
VMDR_WW,0.05301649703072892,-0.08188392778186801,-0.0382994726828649,-0.029620532896501905,0.03882449821676706,0.010528467928343326,0.10219286740222192,0.06969567976534069,0.02813572018807655,0.049074593004493385,-0.08610222911911439,0.06950632486025363,0.11914972606661231,-0.11067859396508466,-0.024804627456540877,-0.1659583818692909,-0.11277699437013666,1.0,0.05285614028822461,-0.26550624625961455,0.0182224174022896,-0.011090303015933181,-0.21679916832786064,0.19806180546793392,0.03321481769893726,0.05887010553362031,0.06082284334143494,0.08129245100187776,-0.23261935016357727,-0.007644050031541145,-0.025685633343933742,0.08323424626536463,0.020945577018402835,0.0056231350305233855,0.0128181819268454,0.11765691793323296,-0.018216095325881077
VMXL,-0.0070245293772401175,-0.0703520519544877,-0.06392591581254362,0.02066807271918708,-0.09104165564503265,-0.06354270103748881,-0.036828085556857376,-0.07010975070639358,-0.01959435144737301,0.0200166200447647,0.0033642071634570614,-0.036339055830395844,-0.025911531235307584,-0.018493434128865206,-0.054389691066323395,-0.05053570164666885,0.09762018275503791,0.05285614028822461,1.0,0.0741945914868714,-0.14774246572887725,-0.036964204474576115,-0.15166802167751695,0.024861133099515455,0.017772920322457458,0.11316019893880815,0.08917895918457212,0.020823956118722918,-0.02296053298675198,-0.007114455752895197,-0.13666547724058267,0.018782842072894438,0.023040966547400437,0.06644672590405669,0.0012264620440335069,-0.10092639378612672,0.2687448987789198
TLA,-0.1396183724707631,-0.023974378929094403,-0.17735430704539873,0.12604666360906194,-0.10343932118873683,0.05481692664169416,-0.05586105126704488,-0.04661871267467497,-0.0970054254970039,-0.004285814941619621,-0.0233053455575443,0.008218312515826026,-0.18017253361143568,0.008339785064106547,0.0018053533265274732,-0.14398626276940715,-0.09143916294243233,-0.26550624625961455,0.0741945914868714,1.0,-0.027448184254080302,0.07634730503448899,0.10919360932334092,0.11760231445376242,0.0022738143483766356,-0.1351397882807965,-0.10968999759665468,0.021778208685681692,0.027242730978895794,-0.07266030656254761,-0.08691502872037536,0.03037822500022549,0.07843506000143817,-0.025965808580819708,-0.1531442302925243,-0.08499199729381297,0.01412736848319176
TAUX,-0.02212978910516858,-0.025246660647614397,0.0916910792543441,-0.11487368184745192,0.0028971674283215284,0.09841498364454125,0.12251449302710189,0.048676030707132834,-0.03063828830158978,0.02050788515802146,0.03146649379646552,0.11687683157145543,-0.07168823861051607,-0.008770195720198597,0.0657290712085876,0.016056227810815015,-0.06164327512267919,0.0182224174022896,-0.14774246572887725,-0.027448184254080302,1.0,0.18176964245862762,0.09395053672159187,0.04812457935685927,-0.04131980320198371,-0.03478507844816905,-0.03323319775487989,-0.10722728586199823,0.05593119403399002,0.038924421718471505,0.088943190819466,-0.24299480016730515,-0.20245534578511984,-0.18980917128881808,0.12269954677104805,-0.03919944970840268,-0.05727245045272577
TAUY,0.00838424168692821,-0.08298126025586446,0.026989124455205207,0.09883187817909908,-0.0033085761246200635,0.1703672043304342,0.05557339576055498,-0.08534923487442304,-0.004138524481921118,0.11296844941671047,0.028320918886526544,0.1634116417674971,-0.07738040240794884,-0.09484895590615751,0.041426604974736506,-0.03711513001793367,0.21382270276628396,-0.011090303015933181,-0.036964204474576115,0.07634730503448899,0.18176964245862762,1.0,-0.09177848078642757,-0.05737100180693718,0.10584217633823859,0.042760367888959136,0.051986008616013,0.08606169735577314,0.11788398743731605,-0.010175999145614387,-0.18053356850891691,0.11277719542378739,-0.2723678983541846,-0.1967134550788893,-0.0894318042351416,0.01341146913954765,-0.022833070964151155
delta_theta_SW,0.16685676305149846,-0.059893150411701485,-0.12390338503029738,-0.025873899685673163,0.04416613244896809,0.006129827223714193,-0.03166496708518897,-0.09768432110817236,0.02952471486981823,0.09706212871279199,0.0752348281910147,-0.03455530169304002,-0.0013576937808088751,0.0866822781984137,-0.010397837629880561,0.1101580706769121,0.041347428437894795,-0.21679916832786064,-0.15166802167751695,0.10919360932334092,0.09395053672159187,-0.09177848078642757,1.0,0.09217671472949514,-0.09416829122312619,0.023114533030720547,-0.09212787164078752,-0.029727174490683,0.00900008984571834,-0.03656438587118323,0.0012114404939847126,-0.09321697495663105,0.07788306766007493,0.07363149721355665,0.1060064514068328,-0.022291018880535047,-0.15600321454202484
swell_energy_ratio,0.08967587256175547,0.036684443284940305,0.05561369360345589,0.042616913153233835,-0.23454328794515006,-0.060659456372581425,-0.07040853913062792,0.07421566085059438,0.0007041544379207028,0.13056827637515472,-0.034283292615626626,0.1162944315821025,0.014423080572913678,-0.05079560995575071,-0.016772098930659285,-0.04009093933667078,-0.20932727198155748,0.19806180546793392,0.024861133099515455,0.11760231445376242,0.04812457935685927,-0.05737100180693718,0.09217671472949514,1.0,0.02418930017689675,-0.0918921699232733,-0.03018550232741865,0.026567712167962592,-0.22579473758124619,-0.11932186618369973,-0.23801032618210208,-0.035486588816667275,-0.03366928202491639,0.01442930768723878,0.18384118863899013,-0.13868237183944254,-0.04035401352034849
delta_theta_SW1_WW,0.1424081615350947,0.11603239329103511,0.050602420941675164,-0.14432679979279478,-0.060225550737441645,0.041854195857020306,-0.024872756660374258,-0.003511458437597349,-0.08822043291111809,-0.07009196040355913,0.1018636723910132,0.06583688421866478,0.000670456705990118,0.0071433937370392496,-0.16960573175862254,0.17763654893703865,-0.08077369261998311,0.03321481769893726,0.017772920322457458,0.0022738143483766356,-0.04131980320198371,0.10584217633823859,-0.09416829122312619,0.02418930017689675,1.0,-0.012906593939754437,0.07558391391282065,-0.012139876811264456,-0.04078958891320247,-0.02361664234322493,-0.07465267744493763,0.08787927270188713,-0.03964855025115891,-0.09542372853713414,-0.051090453536234745,0.006989832482349357,0.14671621571600757
stokes_drift_mag,0.2005443785731037,0.009701909535294992,-0.07889798977441555,0.07474868332309954,0.1656578320377243,0.006175370897371089,-0.06606559097182824,-0.11943953093588934,-0.002531572874167385,0.0718537149044916,-0.05055858515901138,0.06949828020634352,0.09804585325735748,-0.026253178466187257,0.022534311722515705,-0.0008484388149306717,-0.021950230334807603,0.05887010553362031,0.11316019893880815,-0.1351397882807965,-0.03478507844816905,0.042760367888959136,0.023114533030720547,-0.0918921699232733,-0.012906593939754437,1.0,0.02912162272663966,0.1342133184346377,-0.0042443663007358514,-0.020362293862918338,0.07996179836942822,-0.023322788722361196,0.015673418166870026,0.0009483303940965773,-0.14429660675507966,0.08758427184405584,-0.12907837430117047
inv_stokes_drift,-0.0787004719798363,-0.02333473238226153,0.014874562054184123,-0.014786623413593113,0.059092685927033504,0.06554848729226127,-0.0673510942644789,-0.20771720095747834,-0.0446218308779493,0.03125488259760788,-0.023569511370983544,0.10277496356049978,-0.08998925272229075,-0.08958777489395124,-0.03737427712131997,0.02569354073093182,-0.03862132155459598,0.06082284334143494,0.08917895918457212,-0.10968999759665468,-0.03323319775487989,0.051986008616013,-0.09212787164078752,-0.03018550232741865,0.07558391391282065,0.02912162272663966,1.0,0.011379027487577714,0.17227494871332533,0.1142463921627212,-0.10899265765510359,-0.05146710140853726,-0.07506185150283987,0.0725698437498941,0.020554256728976778,-0.13645389729030022,0.01970231143002406
spectral_sharpness,0.10200175895489866,-0.19554611666199698,-0.1542655340767824,0.01671291982088873,-0.03798144696720434,0.04858781380128837,0.0926606623759877,0.04467141833516238,-0.1462626981952558,-0.0226390963109513,0.005491509864896669,0.0129420989533598,0.04845449615545127,-0.02315115432346371,-0.13170336861497622,0.05955240642461019,-0.03394442367151244,0.08129245100187776,0.020823956118722918,0.021778208685681692,-0.10722728586199823,0.08606169735577314,-0.029727174490683,0.026567712167962592,-0.012139876811264456,0.1342133184346377,0.011379027487577714,1.0,0.0832557914959366,-0.024184083768814285,-0.11775800398852011,-0.16393425402299544,0.008878334816654112,-0.013481944153269023,-0.20357507494067723,-0.006422305791951959,0.05473407521114526
log_TLA,0.06442226439811878,0.006031311693359074,0.0899329320844669,0.20117951013004134,0.012707734693053325,0.04092674204153072,0.05113692995163767,-0.05678092728733746,0.02137683753147599,-0.05182034820264307,0.03386366203182374,0.1354431429275189,-0.12630340346779906,-0.10109028698633256,0.019573662393345362,0.005484906850980902,0.015861547761343808,-0.23261935016357727,-0.02296053298675198,0.027242730978895794,0.05593119403399002,0.11788398743731605,0.00900008984571834,-0.22579473758124619,-0.04078958891320247,-0.0042443663007358514,0.17227494871332533,0.0832557914959366,1.0,0.02455389561657952,0.0592072551668801,-0.03574397645766626,0.10069437322280463,-0.2113476491789317,-0.05946541004282376,0.023470303217199773,0.04297606983285694
TLA_x_swell_ratio,-0.0975763869456421,0.06544070326948924,-0.10187578465226531,-0.0975022526500347,0.0008561126540716506,0.017924819860803964,0.11580301489417975,-0.09284508589930314,-0.02769916897068633,-0.024482831097863922,-0.12973938580896735,-0.04858174574260405,-0.09769854590538157,-0.09212685601196231,0.008284070536541798,0.26784997259025384,-0.01878421320560177,-0.007644050031541145,-0.007114455752895197,-0.07266030656254761,0.038924421718471505,-0.010175999145614387,-0.03656438587118323,-0.11932186618369973,-0.02361664234322493,-0.020362293862918338,0.1142463921627212,-0.024184083768814285,0.02455389561657952,1.0,0.06491903862659024,-0.08219312329356317,-0.09086579423619219,-0.040135971767931336,0.06369655670156231,-0.041196819152360765,-0.033064153174136746
TLA_x_delta_theta,-0.05839870512604391,0.15194876991401252,-0.04323022584325561,0.038408975236353456,0.1567563779868119,-0.2117016963222845,-0.08345923981412824,-0.025371919163424773,0.2366336728060243,-0.007309904177127552,-0.017691297039243496,-0.04698467278516978,-0.09462230146401678,-0.00677383358084661,0.1293533296454835,0.148512424514172,-0.018335797345914975,-0.025685633343933742,-0.13666547724058267,-0.08691502872037536,0.088943190819466,-0.18053356850891691,0.0012114404939847126,-0.23801032618210208,-0.07465267744493763,0.07996179836942822,-0.10899265765510359,-0.11775800398852011,0.0592072551668801,0.06491903862659024,1.0,-0.11812567820054189,-0.01787593701645543,0.06441943247183898,-0.061697846809337306,-0.012022936197188944,0.09629737283699899
TAU_mag,0.055474465708152884,-0.03153304372518803,0.02011309659052558,0.016980387394947737,-0.006392356216594155,0.05612156046298037,0.038300716787927534,-0.0378529458410088,0.024562543435920153,-0.018563108451524108,0.1464941738919749,-0.12282005719800858,0.013546465544609263,0.0361087414951176,0.011429489433235521,-0.06335993368883917,0.08641108509496988,0.08323424626536463,0.018782842072894438,0.03037822500022549,-0.24299480016730515,0.11277719542378739,-0.09321697495663105,-0.035486588816667275,0.08787927270188713,-0.023322788722361196,-0.05146710140853726,-0.16393425402299544,-0.03574397645766626,-0.08219312329356317,-0.11812567820054189,1.0,0.046754579190450486,0.11247891718539546,-0.05707970148795684,0.09264042165783096,-0.045773140233811065
sin_TAU,-0.14495920598726955,-0.0832360420641019,0.1175043994918987,-0.03841939868122089,0.10147329430703608,-0.008105435650034703,-0.06525534066270426,0.0858027154031773,0.021656279994725417,-0.12613032625774498,0.0931946376868816,-0.1342022780369385,0.10167202220442832,-0.016422906354635086,0.12698881351436342,0.013521868456111735,-0.040065611975661344,0.020945577018402835,0.023040966547400437,0.07843506000143817,-0.20245534578511984,-0.2723678983541846,0.07788306766007493,-0.03366928202491639,-0.03964855025115891,0.015673418166870026,-0.07506185150283987,0.008878334816654112,0.10069437322280463,-0.09086579423619219,-0.01787593701645543,0.046754579190450486,1.0,0.08357661171526373,0.03436689304888256,-0.12568933873332036,-0.11192138946958341
cos_TAU,-0.1189126302067337,0.16980521507138155,-0.09611015889226886,-0.05193639302806611,0.018466796446003464,-0.16923310642552616,-0.15239947768049977,-0.07522733689211616,-0.005334556895482207,-0.023273767289777775,0.14451888242821684,-0.15214310697243605,-0.11246114992485974,0.0871312170944094,-0.1472081610200881,-0.05095306736156248,0.045754631649583835,0.0056231350305233855,0.06644672590405669,-0.025965808580819708,-0.18980917128881808,-0.1967134550788893,0.07363149721355665,0.01442930768723878,-0.09542372853713414,0.0009483303940965773,0.0725698437498941,-0.013481944153269023,-0.2113476491789317,-0.040135971767931336,0.06441943247183898,0.11247891718539546,0.08357661171526373,1.0,0.15985234442665164,-0.11752449003379428,0.004928522985529384
sin_VSD,0.016284247243139857,0.07819905037301239,0.048749648386828784,0.07063004135921873,-0.1400842270265411,-0.18015779816859598,0.047195083659847356,0.02648119783584666,-0.013551990402129205,0.023236141235295733,-0.14971395662205927,0.08166964340276404,-0.02601249532348042,0.15236858039771276,0.07869697510412686,0.04636199999976036,0.03125735368446869,0.0128181819268454,0.0012264620440335069,-0.1531442302925243,0.12269954677104805,-0.0894318042351416,0.1060064514068328,0.18384118863899013,-0.051090453536234745,-0.14429660675507966,0.020554256728976778,-0.20357507494067723,-0.05946541004282376,0.06369655670156231,-0.061697846809337306,-0.05707970148795684,0.03436689304888256,0.15985234442665164,1.0,-0.092810179391246,-0.009216838154817594
cos_VSD,0.11550479493335186,-0.029153811417311278,-0.007409250702689008,0.00017430311296013417,0.0655522255841569,0.1117637859392498,0.05185221710690514,0.030800895650799215,-0.03436867554509924,-0.049856234649432174,0.019730276021843095,0.035720973450284896,0.08517882214540362,0.07220161427066622,-0.15877837224223848,0.012683675911895452,-0.008393299502272413,0.11765691793323296,-0.10092639378612672,-0.08499199729381297,-0.03919944970840268,0.01341146913954765,-0.022291018880535047,-0.13868237183944254,0.006989832482349357,0.08758427184405584,-0.13645389729030022,-0.006422305791951959,0.023470303217199773,-0.041196819152360765,-0.012022936197188944,0.09264042165783096,-0.12568933873332036,-0.11752449003379428,-0.092810179391246,1.0,-0.14218411937129902
deptho,0.013104437257448533,0.09057599861950434,-0.0753742835769579,-0.17362012062398172,-0.12100549350007503,-0.004696263556376304,0.08331168090902229,-0.08198708169614707,0.03555278994525058,-0.13560682806254748,0.03034787191118536,-0.13400012952083004,-0.06571482719433419,-0.03211631579762022,0.03733233204474992,-0.018364583539418743,0.15924119148546687,-0.018216095325881077,0.2687448987789198,0.01412736848319176,-0.05727245045272577,-0.022833070964151155,-0.15600321454202484,-0.04035401352034849,0.14671621571600757,-0.12907837430117047,0.01970231143002406,0.05473407521114526,0.04297606983285694,-0.033064153174136746,0.09629737283699899,-0.045773140233811065,-0.11192138946958341,0.004928522985529384,-0.009216838154817594,-0.14218411937129902,1.0
